"","value","Year","IZCode","IZName","CPP","Indicator","Type"
"4654",5.9,"2014/15-2016/17","S02002119","Kilwinning Whitehirst Park and Woodside","North Ayrshire","Attainment","Raw"
"4655",5.1,"2014/15-2016/17","S02002118","Stevenston Hayocks","North Ayrshire","Attainment","Raw"
"4656",5.84,"2014/15-2016/17","S02002113","Ardrossan North West","North Ayrshire","Attainment","Raw"
"4657",5.08,"2014/15-2016/17","S02002112","Ardrossan Central","North Ayrshire","Attainment","Raw"
"4658",5.8,"2014/15-2016/17","S02002115","Saltcoats North West","North Ayrshire","Attainment","Raw"
"4659",5.22,"2014/15-2016/17","S02002114","Ardrossan North East","North Ayrshire","Attainment","Raw"
"4660",5.42,"2014/15-2016/17","S02002093","Findhorn, Kinloss and Pluscarden Valley","Moray","Attainment","Raw"
"4661",5.7,"2014/15-2016/17","S02002092","Burghead, Roseisle and Laich","Moray","Attainment","Raw"
"4662",5.28,"2014/15-2016/17","S02002095","Forres South West and Mannachie","Moray","Attainment","Raw"
"4663",6.01,"2014/15-2016/17","S02002094","Forres Central East and seaward","Moray","Attainment","Raw"
"4664",5.49,"2014/15-2016/17","S02002089","Elgin Bishopmill West and Newfield","Moray","Attainment","Raw"
"4665",5.5,"2014/15-2016/17","S02002088","Elgin Bishopmill East and Ladyhill","Moray","Attainment","Raw"
"4666",5.42,"2014/15-2016/17","S02002091","Lossiemouth West","Moray","Attainment","Raw"
"4667",5.54,"2014/15-2016/17","S02002090","Lossiemouth East and Seatown","Moray","Attainment","Raw"
"4668",4.76,"2014/15-2016/17","S02002101","Irvine Broomlands","North Ayrshire","Attainment","Raw"
"4669",5.2,"2014/15-2016/17","S02002100","Dreghorn","North Ayrshire","Attainment","Raw"
"4670",5.29,"2014/15-2016/17","S02002103","Irvine Girdle Toll and Staneca","North Ayrshire","Attainment","Raw"
"4671",4.91,"2014/15-2016/17","S02002102","Irvine Bourtreehill","North Ayrshire","Attainment","Raw"
"4672",5.99,"2014/15-2016/17","S02002097","Arran","North Ayrshire","Attainment","Raw"
"4673",5.9,"2014/15-2016/17","S02002096","Rafford, Dallas, Dyke to Dava","Moray","Attainment","Raw"
"4674",5.73,"2014/15-2016/17","S02002099","Irvine Tarryholme","North Ayrshire","Attainment","Raw"
"4675",5.3,"2014/15-2016/17","S02002098","Springside and Rural","North Ayrshire","Attainment","Raw"
"4676",5.66,"2014/15-2016/17","S02002014","Ross and Cromarty East","Highland","Attainment","Raw"
"4677",5.49,"2014/15-2016/17","S02002013","Ross and Cromarty Central","Highland","Attainment","Raw"
"4678",5.6,"2014/15-2016/17","S02002016","Conon","Highland","Attainment","Raw"
"4679",5.46,"2014/15-2016/17","S02002015","Muir of Ord","Highland","Attainment","Raw"
"4680",5.73,"2014/15-2016/17","S02002010","Skye North West","Highland","Attainment","Raw"
"4681",5.5,"2014/15-2016/17","S02002009","Skye North East","Highland","Attainment","Raw"
"4682",5.65,"2014/15-2016/17","S02002012","Ross and Cromarty North West","Highland","Attainment","Raw"
"4683",5.68,"2014/15-2016/17","S02002011","Ross and Cromarty South West","Highland","Attainment","Raw"
"4684",5.07,"2014/15-2016/17","S02002022","Seaboard","Highland","Attainment","Raw"
"4685",5.04,"2014/15-2016/17","S02002021","Invergordon","Highland","Attainment","Raw"
"4686",5.6,"2014/15-2016/17","S02002024","Sutherland South","Highland","Attainment","Raw"
"4687",5.08,"2014/15-2016/17","S02002023","Tain","Highland","Attainment","Raw"
"4688",5.87,"2014/15-2016/17","S02002018","Black Isle South","Highland","Attainment","Raw"
"4689",5.28,"2014/15-2016/17","S02002017","Dingwall","Highland","Attainment","Raw"
"4690",5.05,"2014/15-2016/17","S02002020","Alness","Highland","Attainment","Raw"
"4691",5.69,"2014/15-2016/17","S02002019","Black Isle North","Highland","Attainment","Raw"
"4692",5.16,"2014/15-2016/17","S02001998","Inverness Central, Raigmore and Longman","Highland","Attainment","Raw"
"4693",5.85,"2014/15-2016/17","S02001997","Inverness Drakies","Highland","Attainment","Raw"
"4694",5.05,"2014/15-2016/17","S02002000","Inverness Ballifeary and Dalneigh","Highland","Attainment","Raw"
"4695",5.78,"2014/15-2016/17","S02001999","Inverness Crown and Haugh","Highland","Attainment","Raw"
"4696",5.86,"2014/15-2016/17","S02001994","Inverness Lochardil and Holm Mains","Highland","Attainment","Raw"
"4697",5.82,"2014/15-2016/17","S02001993","Inverness Slackbuie","Highland","Attainment","Raw"
"4698",4.86,"2014/15-2016/17","S02001996","Inverness Hilton","Highland","Attainment","Raw"
"4699",4.96,"2014/15-2016/17","S02001995","Inverness Drummond","Highland","Attainment","Raw"
"4700",5.77,"2014/15-2016/17","S02002006","Loch Ness","Highland","Attainment","Raw"
"4701",5.82,"2014/15-2016/17","S02002005","Inverness West Rural","Highland","Attainment","Raw"
"4702",5.71,"2014/15-2016/17","S02002008","Skye South","Highland","Attainment","Raw"
"4703",5.76,"2014/15-2016/17","S02002007","Lochalsh","Highland","Attainment","Raw"
"4704",4.44,"2014/15-2016/17","S02002002","Inverness Merkinch","Highland","Attainment","Raw"
"4705",5.33,"2014/15-2016/17","S02002001","Inverness Muirtown","Highland","Attainment","Raw"
"4706",5.4,"2014/15-2016/17","S02002004","Inverness Kinmylies and South West","Highland","Attainment","Raw"
"4707",5.71,"2014/15-2016/17","S02002003","Inverness Scorguie","Highland","Attainment","Raw"
"4708",5.25,"2014/15-2016/17","S02002045","Greenock Upper Central","Inverclyde","Attainment","Raw"
"4709",5.81,"2014/15-2016/17","S02002044","Bow Farm, Barrs Cottage, Cowdenknowes and Overton","Inverclyde","Attainment","Raw"
"4710",5.32,"2014/15-2016/17","S02002047","Greenock East","Inverclyde","Attainment","Raw"
"4711",5.14,"2014/15-2016/17","S02002046","Greenock Town Centre and East Central","Inverclyde","Attainment","Raw"
"4712",5.26,"2014/15-2016/17","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Inverclyde","Attainment","Raw"
"4713",5.13,"2014/15-2016/17","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","Inverclyde","Attainment","Raw"
"4714",5.89,"2014/15-2016/17","S02002043","Greenock West and Central","Inverclyde","Attainment","Raw"
"4715",6.08,"2014/15-2016/17","S02002042","Gourock East, Greenock West and Lyle Road","Inverclyde","Attainment","Raw"
"4716",5.7,"2014/15-2016/17","S02002053","Penicuik Southwest","Midlothian","Attainment","Raw"
"4717",5.57,"2014/15-2016/17","S02002052","Penicuik Southeast","Midlothian","Attainment","Raw"
"4718",5.72,"2014/15-2016/17","S02002055","Penicuik North","Midlothian","Attainment","Raw"
"4719",5.45,"2014/15-2016/17","S02002054","Penicuik East","Midlothian","Attainment","Raw"
"4720",5.17,"2014/15-2016/17","S02002049","Port Glasgow Mid, East and Central","Inverclyde","Attainment","Raw"
"4721",5.51,"2014/15-2016/17","S02002048","Port Glasgow Upper, West and Central","Inverclyde","Attainment","Raw"
"4722",5.69,"2014/15-2016/17","S02002051","Rural South Midlothian","Midlothian","Attainment","Raw"
"4723",5.3,"2014/15-2016/17","S02002050","Port Glasgow Upper East","Inverclyde","Attainment","Raw"
"4724",5.43,"2014/15-2016/17","S02002030","Caithness North West","Highland","Attainment","Raw"
"4725",5.46,"2014/15-2016/17","S02002029","Caithness North East","Highland","Attainment","Raw"
"4726",5.46,"2014/15-2016/17","S02002032","Thurso West","Highland","Attainment","Raw"
"4727",5.4,"2014/15-2016/17","S02002031","Thurso East","Highland","Attainment","Raw"
"4728",5.24,"2014/15-2016/17","S02002026","Caithness South","Highland","Attainment","Raw"
"4729",5.39,"2014/15-2016/17","S02002025","Sutherland East","Highland","Attainment","Raw"
"4730",5.16,"2014/15-2016/17","S02002028","Wick North","Highland","Attainment","Raw"
"4731",4.82,"2014/15-2016/17","S02002027","Wick South","Highland","Attainment","Raw"
"4732",6.36,"2014/15-2016/17","S02002037","West Braeside, East Inverkip and West Gourock","Inverclyde","Attainment","Raw"
"4733",5.92,"2014/15-2016/17","S02002036","Inverkip and Wemyss Bay","Inverclyde","Attainment","Raw"
"4734",5.7,"2014/15-2016/17","S02002039","Gourock Central, Upper East and IRH","Inverclyde","Attainment","Raw"
"4735",5.89,"2014/15-2016/17","S02002038","Gourock Upper and West Central and Upper Larkfield","Inverclyde","Attainment","Raw"
"4736",5.79,"2014/15-2016/17","S02002034","Kilmacolm Central","Inverclyde","Attainment","Raw"
"4737",5.63,"2014/15-2016/17","S02002033","Sutherland North and West","Highland","Attainment","Raw"
"4738",5.62,"2014/15-2016/17","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","Inverclyde","Attainment","Raw"
"4739",5.43,"2014/15-2016/17","S02002204","Abronhill South","North Lanarkshire","Attainment","Raw"
"4740",5.2,"2014/15-2016/17","S02002203","Kildrum","North Lanarkshire","Attainment","Raw"
"4741",5.43,"2014/15-2016/17","S02002206","Village and Castlecary","North Lanarkshire","Attainment","Raw"
"4742",5.44,"2014/15-2016/17","S02002205","Abronhill North","North Lanarkshire","Attainment","Raw"
"4743",5.68,"2014/15-2016/17","S02002200","Greenfaulds","North Lanarkshire","Attainment","Raw"
"4744",5.57,"2014/15-2016/17","S02002199","Condorrat","North Lanarkshire","Attainment","Raw"
"4745",5.01,"2014/15-2016/17","S02002202","Cumbernauld Central","North Lanarkshire","Attainment","Raw"
"4746",5.21,"2014/15-2016/17","S02002201","Seafar","North Lanarkshire","Attainment","Raw"
"4747",5.2,"2014/15-2016/17","S02002212","Balmalloch","North Lanarkshire","Attainment","Raw"
"4748",5.27,"2014/15-2016/17","S02002211","Kilsyth Bogside","North Lanarkshire","Attainment","Raw"
"4749",5.66,"2014/15-2016/17","S02002214","West Mainland","Orkney Islands","Attainment","Raw"
"4750",5.82,"2014/15-2016/17","S02002213","Stromness, Sandwick and Stenness","Orkney Islands","Attainment","Raw"
"4751",6,"2014/15-2016/17","S02002208","Balloch West","North Lanarkshire","Attainment","Raw"
"4752",6.01,"2014/15-2016/17","S02002207","Carrickstone","North Lanarkshire","Attainment","Raw"
"4753",5.58,"2014/15-2016/17","S02002210","Kilsyth East and Croy","North Lanarkshire","Attainment","Raw"
"4754",5.67,"2014/15-2016/17","S02002209","Balloch East","North Lanarkshire","Attainment","Raw"
"4755",4.98,"2014/15-2016/17","S02002188","Airdrie North","North Lanarkshire","Attainment","Raw"
"4756",5.36,"2014/15-2016/17","S02002187","Thrashbush","North Lanarkshire","Attainment","Raw"
"4757",5.32,"2014/15-2016/17","S02002190","Caldercruix and Plains","North Lanarkshire","Attainment","Raw"
"4758",5.23,"2014/15-2016/17","S02002189","Drumgelloch","North Lanarkshire","Attainment","Raw"
"4759",4.91,"2014/15-2016/17","S02002184","Gartlea","North Lanarkshire","Attainment","Raw"
"4760",4.65,"2014/15-2016/17","S02002183","Petersburn","North Lanarkshire","Attainment","Raw"
"4761",5.4,"2014/15-2016/17","S02002186","Coatdyke and Whinhall","North Lanarkshire","Attainment","Raw"
"4762",5.83,"2014/15-2016/17","S02002185","Cairnhill","North Lanarkshire","Attainment","Raw"
"4763",5.37,"2014/15-2016/17","S02002196","Moodiesburn West","North Lanarkshire","Attainment","Raw"
"4764",5.68,"2014/15-2016/17","S02002195","Chryston and Muirhead","North Lanarkshire","Attainment","Raw"
"4765",5.75,"2014/15-2016/17","S02002198","Westfield","North Lanarkshire","Attainment","Raw"
"4766",5.61,"2014/15-2016/17","S02002197","Moodiesburn East","North Lanarkshire","Attainment","Raw"
"4767",5.55,"2014/15-2016/17","S02002192","Gartcosh and Marnock","North Lanarkshire","Attainment","Raw"
"4768",5.61,"2014/15-2016/17","S02002191","Glenmavis and Greengairs","North Lanarkshire","Attainment","Raw"
"4769",6.08,"2014/15-2016/17","S02002194","Stepps","North Lanarkshire","Attainment","Raw"
"4770",5.69,"2014/15-2016/17","S02002193","Cardowan and Millerston","North Lanarkshire","Attainment","Raw"
"4771",5.19,"2014/15-2016/17","S02002235","Hillyland, Tulloch and Inveralmond","Perth and Kinross","Attainment","Raw"
"4772",4.92,"2014/15-2016/17","S02002234","Letham","Perth and Kinross","Attainment","Raw"
"4773",5.41,"2014/15-2016/17","S02002237","Muirton","Perth and Kinross","Attainment","Raw"
"4774",5.17,"2014/15-2016/17","S02002236","North Muirton and Old Scone","Perth and Kinross","Attainment","Raw"
"4775",5.76,"2014/15-2016/17","S02002231","Viewlands, Craigie and Wellshill","Perth and Kinross","Attainment","Raw"
"4776",5.4,"2014/15-2016/17","S02002230","Moncrieffe and Friarton","Perth and Kinross","Attainment","Raw"
"4777",5.82,"2014/15-2016/17","S02002233","Western Edge","Perth and Kinross","Attainment","Raw"
"4778",6.21,"2014/15-2016/17","S02002232","Burghmuir and Oakbank","Perth and Kinross","Attainment","Raw"
"4779",5.44,"2014/15-2016/17","S02002243","Errol and Inchture","Perth and Kinross","Attainment","Raw"
"4780",5.86,"2014/15-2016/17","S02002242","Guildtown, Balbeggie and St Madoes","Perth and Kinross","Attainment","Raw"
"4781",5.53,"2014/15-2016/17","S02002245","Coupar Angus and Meigle","Perth and Kinross","Attainment","Raw"
"4782",6.05,"2014/15-2016/17","S02002244","Invergowrie, Longforgan and Abernyte","Perth and Kinross","Attainment","Raw"
"4783",5.13,"2014/15-2016/17","S02002239","Central and South Inch","Perth and Kinross","Attainment","Raw"
"4784",5.44,"2014/15-2016/17","S02002238","North Inch","Perth and Kinross","Attainment","Raw"
"4785",5.81,"2014/15-2016/17","S02002241","Scone","Perth and Kinross","Attainment","Raw"
"4786",5.93,"2014/15-2016/17","S02002240","Gannochy and Walnut Grove","Perth and Kinross","Attainment","Raw"
"4787",5.88,"2014/15-2016/17","S02002220","Kinross","Perth and Kinross","Attainment","Raw"
"4788",5.91,"2014/15-2016/17","S02002219","Powmill, Cleish and Scotlandwell","Perth and Kinross","Attainment","Raw"
"4789",5.85,"2014/15-2016/17","S02002222","Muthill, Greenloaning and Gleneagles","Perth and Kinross","Attainment","Raw"
"4790",5.92,"2014/15-2016/17","S02002221","Milnathort and Crook of Devon","Perth and Kinross","Attainment","Raw"
"4791",5.62,"2014/15-2016/17","S02002216","West Kirkwall","Orkney Islands","Attainment","Raw"
"4792",5.73,"2014/15-2016/17","S02002215","East Mainland","Orkney Islands","Attainment","Raw"
"4793",5.73,"2014/15-2016/17","S02002218","Isles","Orkney Islands","Attainment","Raw"
"4794",5.39,"2014/15-2016/17","S02002217","East Kirkwall","Orkney Islands","Attainment","Raw"
"4795",5.87,"2014/15-2016/17","S02002227","Aberuthven and Almondbank","Perth and Kinross","Attainment","Raw"
"4796",5.58,"2014/15-2016/17","S02002226","Crieff South","Perth and Kinross","Attainment","Raw"
"4797",5.62,"2014/15-2016/17","S02002229","Bridge of Earn and Abernethy","Perth and Kinross","Attainment","Raw"
"4798",5.79,"2014/15-2016/17","S02002228","Glenfarg, Dunning and Rhynd","Perth and Kinross","Attainment","Raw"
"4799",5.53,"2014/15-2016/17","S02002224","Comrie, Gilmerton and St Fillans","Perth and Kinross","Attainment","Raw"
"4800",5.56,"2014/15-2016/17","S02002223","Auchterarder","Perth and Kinross","Attainment","Raw"
"4801",5.89,"2014/15-2016/17","S02002225","Crieff North","Perth and Kinross","Attainment","Raw"
"4802",5.16,"2014/15-2016/17","S02002141","Wishaw South","North Lanarkshire","Attainment","Raw"
"4803",4.91,"2014/15-2016/17","S02002140","Pather","North Lanarkshire","Attainment","Raw"
"4804",5.25,"2014/15-2016/17","S02002143","Coltness","North Lanarkshire","Attainment","Raw"
"4805",5.34,"2014/15-2016/17","S02002142","Wishaw North","North Lanarkshire","Attainment","Raw"
"4806",5.47,"2014/15-2016/17","S02002137","Muirhouse","North Lanarkshire","Attainment","Raw"
"4807",5.45,"2014/15-2016/17","S02002136","Netherton and Kirkhill","North Lanarkshire","Attainment","Raw"
"4808",4.34,"2014/15-2016/17","S02002139","Craigneuk Wishaw","North Lanarkshire","Attainment","Raw"
"4809",5.82,"2014/15-2016/17","S02002138","Muirhouse and Knowetop","North Lanarkshire","Attainment","Raw"
"4810",5.25,"2014/15-2016/17","S02002149","Harthill and Salsburgh","North Lanarkshire","Attainment","Raw"
"4811",5.32,"2014/15-2016/17","S02002148","Stane","North Lanarkshire","Attainment","Raw"
"4812",4.97,"2014/15-2016/17","S02002151","Newarthill","North Lanarkshire","Attainment","Raw"
"4813",5.62,"2014/15-2016/17","S02002150","Cleland","North Lanarkshire","Attainment","Raw"
"4814",4.87,"2014/15-2016/17","S02002145","Newmains","North Lanarkshire","Attainment","Raw"
"4815",5.5,"2014/15-2016/17","S02002144","Wishaw East","North Lanarkshire","Attainment","Raw"
"4816",5.19,"2014/15-2016/17","S02002147","Shotts","North Lanarkshire","Attainment","Raw"
"4817",5.59,"2014/15-2016/17","S02002146","Allanton - Newmains Rural","North Lanarkshire","Attainment","Raw"
"4818",6.01,"2014/15-2016/17","S02002125","Fairlie and Rural","North Ayrshire","Attainment","Raw"
"4819",5.45,"2014/15-2016/17","S02002124","Dalry West","North Ayrshire","Attainment","Raw"
"4820",6.08,"2014/15-2016/17","S02002127","Largs South","North Ayrshire","Attainment","Raw"
"4821",5.84,"2014/15-2016/17","S02002126","West Kilbride and Seamill","North Ayrshire","Attainment","Raw"
"4822",5.05,"2014/15-2016/17","S02002121","Kilwinning West and Blacklands","North Ayrshire","Attainment","Raw"
"4823",5.07,"2014/15-2016/17","S02002120","Kilwinning Pennyburn","North Ayrshire","Attainment","Raw"
"4824",5.52,"2014/15-2016/17","S02002123","Dalry East and Rural","North Ayrshire","Attainment","Raw"
"4825",5.4,"2014/15-2016/17","S02002122","Kilwinning Central and North","North Ayrshire","Attainment","Raw"
"4826",5.57,"2014/15-2016/17","S02002133","Beith West","North Ayrshire","Attainment","Raw"
"4827",5.27,"2014/15-2016/17","S02002132","Kilbirnie South and Longbar","North Ayrshire","Attainment","Raw"
"4828",5.52,"2014/15-2016/17","S02002135","Overtown","North Lanarkshire","Attainment","Raw"
"4829",5.67,"2014/15-2016/17","S02002134","Beith East and Rural","North Ayrshire","Attainment","Raw"
"4830",6.04,"2014/15-2016/17","S02002129","Largs North","North Ayrshire","Attainment","Raw"
"4831",5.65,"2014/15-2016/17","S02002128","Largs Central and Cumbrae","North Ayrshire","Attainment","Raw"
"4832",5.25,"2014/15-2016/17","S02002131","Kilbirnie North","North Ayrshire","Attainment","Raw"
"4833",5.92,"2014/15-2016/17","S02002130","Skelmorlie and Rural","North Ayrshire","Attainment","Raw"
"4834",5.54,"2014/15-2016/17","S02002172","Drumpellier and Langloan","North Lanarkshire","Attainment","Raw"
"4835",5.3,"2014/15-2016/17","S02002171","Dundyvan","North Lanarkshire","Attainment","Raw"
"4836",4.92,"2014/15-2016/17","S02002174","Townhead","North Lanarkshire","Attainment","Raw"
"4837",5.49,"2014/15-2016/17","S02002173","Coatbridge West","North Lanarkshire","Attainment","Raw"
"4838",5.85,"2014/15-2016/17","S02002168","Birkenshaw","North Lanarkshire","Attainment","Raw"
"4839",4.99,"2014/15-2016/17","S02002167","Viewpark","North Lanarkshire","Attainment","Raw"
"4840",5.01,"2014/15-2016/17","S02002170","Kirkshaws","North Lanarkshire","Attainment","Raw"
"4841",5.23,"2014/15-2016/17","S02002169","Kirkwood and Bargeddie","North Lanarkshire","Attainment","Raw"
